WKT,c_barri,c_carrer_id,c_codi_carrer,c_data_que_va_rebre_la_denominacio,c_denominacio,c_exp_historica_refos,c_fonts_refos,c_genere,c_nom_carrer_actual,c_period,c_segle,c_subtipologia,c_tipologia
"LINESTRING (2.17534 41.38264,2.17538 41.38262,2.17558 41.3828)",Gòtic,451,193403,1963,placeta,"Manuel Ribé i Labarta (Barcelona, 1878 - 1961). L'any 1909 a través d'oposicions, accedeix a la jefatura de la Guàrdia Urbana. Al 1916, elo nomenen cap la Secció de Cerimonial de l'Ajuntament. Segons Josep Pau Jàvega, tenia unes grans qualitats diplomàtiques. En les funcions del seu càrrec va conèixer 72 alcaldes i 532 consellers.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Manuel Ribé,Franquisme,S. XX,Altres,Persona
"MULTILINESTRING ((2.18325 41.38396,2.18342 41.38425),(2.1836 41.38454,2.18372 41.38472),(2.18342 41.38425,2.18351 41.38441),(2.18351 41.38441,2.1836 41.38454))",Sant Pere-Santa Caterina-Ribera,452,44607,0,carrer,"Segons Víctor Balaguer, per la Mare de Déu del Bonaire, patrona de Càller, ciutat de Sardenya, amb la qual Barcelona mantingué bona relació per mar. La llegenda explica que la imatge d'aquesta mare de Déu va arribar a la costa, després d'una tormenta, en una caixa que van recollir els pescadors de l'illa.","Arxiu Històric de la Ciutat de Barcelona (HCB); Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de
l´AHCB. 1922;Víctor Balaguer. Las calles de Barcelona en 1865",,Bonaire,Contemporani,S. XIII,,Infraestructura
"MULTILINESTRING ((2.17067 41.38459,2.17086 41.38468,2.17098 41.38469,2.17116 41.38468,2.17139 41.38468,2.17163 41.38468,2.17179 41.38469),(2.17179 41.38469,2.17237 41.38475),(2.17297 41.38488,2.17316 41.38493,2.17328 41.38498,2.17355 41.38509,2.17369 41.38514),(2.17237 41.38475,2.17259 41.3848,2.17284 41.38484),(2.17284 41.38484,2.17297 41.38488))",Gòtic,453,61402,0,carrer,"Segons Víctor Balaguer, pel nom amb què era coneguda la muller d'un personatge anomenat Canut. Consta que el carrer ja tenia aquest nom l'any 1446.
Elisenda Albertí explica una altre versió, la d'un jove hereu enamorat de la Canuda, una serventa que per poder-s'hi casar, li cedir la meitat més un cèntim de la seva fortuna.
Altres asseguren que li deien a la dona d'un home prematurament canòs.","Víctor Balaguer. Las calles de Barcelona en 1865; Arxiu Històric de la Ciutat de Barcelona (HCB); Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Canuda,s.d,s.d,,Diverses propostes
"MULTILINESTRING ((2.18053 41.38038,2.18121 41.38006),(2.1801 41.38057,2.18053 41.38038))",Gòtic,455,260001,0,carrer,"L'argent element metàl·lic. Segons Víctor Balaguer, hi va existir un antic establiment en el qual es venia la plata destinada a l'orfebreria.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Plata,s.d,s.d,,Al·legòric
"MULTILINESTRING ((2.17212 41.38407,2.17202 41.38423,2.17183 41.3846,2.17179 41.38469),(2.17261 41.3834,2.17246 41.3836,2.17234 41.38376,2.17223 41.38389),(2.17223 41.38389,2.17212 41.38407))",Gòtic,456,47605,0,carrer,Probablement es tracta d'alguna família amb propietats a l'indret. El carrer apareix en documents de l'any 1484 amb el mateix nom.,Víctor Balaguer. Las calles de Barcelona en 1865,,d'en Bot,Modern,S. XV,,Famílies
"MULTILINESTRING ((2.17532 41.38166,2.17556 41.38143),(2.17527 41.38175,2.17532 41.38166))",Gòtic,457,20201,0,carrer,"Per la porta de la capella de Nostra Senyora del Remei erigida a la parròquia de Sant Jaume, antic convent dels trinitari. El temple el va fundar una confraria de jueus conversos poc després del saqueig del call, el 1394. La capella del Remei es va afegir amb posterioritat, el segle XVI.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,de la Volta del Remei,Modern,S. XIV,,Referencial
"LINESTRING (2.17447 41.38177,2.17445 41.3818,2.17432 41.38174,2.17422 41.38187,2.17435 41.38195)",Gòtic,458,274607,0,plaça,"Per estar just darrera de la Basílica de Santa Maria del Pi.  El cronista Jeroni Pujades  (1568 – 1635) explica que hi va créixer un pi al mig de la plaça, en front de la porta del temple. D’altra banda, la llegenda popular diu que un mariner, supervivent de la guerra contra els sarraïns, va trobar una imatge de la Mare de la Déu a la copa d’un pi. D’aquí l’origen del temple que hi ha actualment.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,del Pi,Modern,S. XVI,,Infraestructura
"MULTILINESTRING ((2.17368 41.38226,2.17347 41.38239),(2.17391 41.3824,2.17381 41.38239,2.17368 41.38226),(2.17347 41.38239,2.17372 41.38256,2.17391 41.3824))",Gòtic,459,256106,1979,placeta,"El historiador Jeroni Pujades (1568 – 1635) explica en les seves cròniques que hi va créixer un pi al mig de la plaça, just davant de la porta principal de la Basílica de Santa Maria del Pi. D’altra banda, la llegenda popular diu que un mariner, supervivent de la guerra contra els sarraïns, va trobar una imatge de la Mare de Déu a la copa d’un pi. D’aquí l’origen del temple que hi ha actualment.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Crónica Vniversal Del Principat de Cathalvnya, Pujades, Jeroni  , 1609;",,del Pi,Modern,S. XVI,,Infraestructura
"LINESTRING (2.17849 41.38293,2.17867 41.38306,2.17876 41.38313)",Gòtic,460,232301,1929,carrer,"Segons Víctor Balaguer, el cognom Caçador va pertànyer a una familia nobiliaria. Guillem Caçador (Vic, 1510 - Barcelona, 1570) va ser conseller de Catalunya i bisbe de Barcelona. Va assistir al Concili de Trento on la seva postura va ser d'equilibri entre el rigorisme castellà i el curialisme.","Víctor Balaguer. Las calles de Barcelona en 1865; Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Bisbe Caçador,Modern,S. XVI,Eclesiàstic,Persona
"LINESTRING (2.17728 41.38098,2.17739 41.38095,2.17733 41.38087)",Gòtic,461,357806,0,plaça,"Segons Jesús Portavella, el nom es en record de la dona palestina que, segons els Evangelis, eixugà la cara de Jesús mentre pujava al Calvari i li'n quedà l'empremta del rostre en el vel. L'etimologia popular ha atribuït l'origen del nom a les paraules veritable (del llatí vera) i imatge (del grec ??????), ""vera icona"", per la imatge del rostre de Crist.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Dona,de Verònica,Antic,s.d,,Persona
"MULTILINESTRING ((2.1776 41.38305,2.17792 41.38278),(2.17742 41.38324,2.1776 41.38305))",Gòtic,462,23902,0,carrer,Família catalana que donà notables personalitats: Francesc d'Arlet fou conseller de Barcelona l'any 1252 i Arnau d'Arlet ho fou l'any 1262.,"Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Arlet,Medieval,S. XIII,,Famílies
"MULTILINESTRING ((2.17499 41.38157,2.17534 41.38125),(2.17495 41.38167,2.17499 41.38157))",Gòtic,463,21102,0,carrer,"Per Santa Eulàlia (Barcelona, segles III - IV). Verge i màrtir sota l'emperador Dioclecià. La llegenda diu que abans de morir va partir tretze martiris per no renunciar a la seva fe cristiana. Actualment és copatrona de Barcelona. Sembla, però, que es tracta d'una figura llegendària desenvolupada a partir de la història de santa Eulàlia de Mèrida.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Dona,de l'Arc de Santa Eulàlia,Antic,S. IX,Sant/a,Persona
"MULTILINESTRING ((2.17773 41.3835,2.17793 41.38365),(2.17793 41.38365,2.17825 41.38388))",Gòtic,464,179209,1958,carrer,"abans, se li deia Baixada de la Presó, però se li canvià el nom a petició d'uns veïns a qui no els agradava l'antic. És prolongació del carrer de la Llibreteria, on, als inicis del segle XVI, s'havia centralitzat la venda de llibres, gran novetat aquell temps.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Llibreteria,Modern,S. XVI,,Gremis i oficis
"LINESTRING (2.17551 41.38239,2.17567 41.38248,2.17581 41.38252,2.1759 41.38259)",Gòtic,465,198000,0,carrer,"Segons Jesús Portavella, correspon al cognom d'una família cristiana que s'establir al carrer al segle XV, després de l'assalt del call jueu.
Avui en dia, es on es troba el museu i l'edifici de la suposadament antiga Sinagoga Major de Barcelona.
El carrer hi ha una làpida que commemora la figura de Samuel ben Itshaq ha-Sardí, un dels rabins més rellevants de Barcelona dels segles  XII i XIII.",Víctor Balaguer. Las calles de Barcelona en 1865,,Marlet,Modern,S. XV,,Famílies
"LINESTRING (2.1743 41.38232,2.17454 41.38244,2.17467 41.38251,2.17475 41.38253)",Gòtic,467,28509,0,carrer,"Antic pas que travessava el fossar parroquial de l'església del Pi, davant de la porta del costat de l'Evangeli, anomenada porta de l'Ave Maria.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Ave Maria,Medieval,S. XIV,,Infraestructura
"MULTILINESTRING ((2.17796 41.38333,2.17807 41.38326,2.1782 41.38316,2.17841 41.383),(2.17773 41.3835,2.17796 41.38333))",Gòtic,468,96804,0,carrer,"Segons Víctor Balaguer, els daguers instal·laren els seus tallers  i botigues. Els daguers són els fabricants dels ganivets i de les dagues, una arma blanca semblant a una espasa, de fulla curta i de dos talls. Jesús Portavella apunta que el nom és anterior al segle XVI.",Víctor Balaguer. Las calles de Barcelona en 1865,,Dagueria,Medieval,S. XIII,,Gremis i oficis
"LINESTRING (2.17507 41.38059,2.17511 41.38062,2.17539 41.38093)",Gòtic,469,118204,0,carrer,"Per la planta enfiladissa. Jesús Portavella suposa que el nom li ve de les heures que s'enfilaven per les parets dels jardins existents al carrer, a la segona meitat del segle XIX. Tot i que altres versions populars asseguren que en aquest carrer hi havia un conegut bordell amb aquest nom.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,de les Heures,Contemporani,S. XIX,,Al·legòric
"LINESTRING (2.17805 41.37751,2.17889 41.37721)",Gòtic,470,246204,0,carrer,Pel parc d'enginyers militars construït en els terrenys que deixà l'enderrocament del convent de Sant Francesc. El Duc de Medinaceli era el propietari d'aquest solar i en va cedir una part per a que els militars aixequessin aquesta instal·lació. El carrer es va obrir abans de l'any 1860.,"Arxiu Històric de la Ciutat de Barcelona (HCB);",,del Parc,s.d,S. XIX,,Referencial
"LINESTRING (2.17988 41.38093,2.17965 41.38101)",Gòtic,471,283608,1907,carrer,"Municipi de la Selva. Segons Jesús Portavella, el nom s'atorgà el 1907 en record a la represàlia duta a terme pels terços espanyols contra els vilatans en la guerra de 1640. Les tropes castellanes van saquejar i incendiar l’esglèsia i la vila de Riudarenes. Els fets van provocar gran indignació al rei i les Corts, a tota Espanya i a Roma.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Riudarenes,Guerra dels segadors,S. XVII,,Geogràfic
"MULTILINESTRING ((2.17369 41.38514,2.17383 41.38532,2.17402 41.38546,2.17411 41.38549,2.17433 41.38553),(2.17433 41.38553,2.17468 41.38561))",Gòtic,472,106704,0,carrer,"Manuel Duran i Bas  (1823 - 1907). Jurisconsult i polític. Va ser degà del Col·legi d'Advocats i secretari de l'Ajuntament de Barcelona. Va ser escollit diputat provincial, diputat a les Corts espanyoles i senador. A més de l'activitat política va tenir una intensa activitat social. Va presidir l'Ateneu Català, l'Ateneu Barcelonés i va patrocinar els Cors de Calavé.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Duran i Bas,1897-1907,S. XIX,Polític,Persona
"MULTILINESTRING ((2.17475 41.38382,2.17482 41.38389,2.17487 41.38394,2.17491 41.38399,2.17504 41.38416),(2.17406 41.38265,2.17411 41.38267,2.17422 41.38283,2.17435 41.38303,2.17442 41.38312,2.17446 41.38316),(2.17446 41.38316,2.17445 41.38334,2.17445 41.38344,2.17449 41.38355,2.17457 41.38365,2.17467 41.38375,2.17475 41.38382))",Gòtic,473,240503,0,carrer,"Segons Jesús Portavella, el nom se li dona per l'activitat taxadora sobre la palla i el seu pes que es realitzava a la plaça Nova fins a l'any 1626. El nom data de l'any 1355, quan s'establí a la ciutat l'impost sobre la palla. El traçat d'aquest carrer correspon a la ronda exterior de les muralles romanes i comtals.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,de la Palla,Medieval,S. XIV,,Gremis i oficis
"MULTILINESTRING ((2.1801 41.37984,2.18076 41.37951),(2.17968 41.38005,2.1801 41.37984))",Gòtic,474,325901,0,carrer,"Jaume Simó Oller s'esmenta en una escriptura de 1326: adquirí terrenys i construí cases. El carrer s'esmenta ja, i amb el mateix nom, els anys 1367 i 1390.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",Home,Simó Oller,Medieval,S. XIV,Escriptor/a,Persona
"LINESTRING (2.17965 41.37927,2.18012 41.37904,2.18032 41.37896)",Gòtic,475,44505,0,carrer,Boltres o Voltres és el cognom d'una família amb propietats a l'indret al segle XIV. Un Guillem Voltres està documentat l'any 1316 en una escriptura pública.,"Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Boltres,Medieval,S. XIV,,Famílies
"MULTILINESTRING ((2.17517 41.38441,2.17493 41.38489),(2.17382 41.38499,2.17407 41.38511,2.17421 41.38518,2.17427 41.38522,2.17441 41.38528,2.17449 41.38531),(2.17493 41.38489,2.17478 41.38512,2.17466 41.38508),(2.17466 41.38508,2.17449 41.38531),(2.17449 41.38531,2.17433 41.38553))",Gòtic,476,62303,0,carrer,"Jesús Portavella diu que se li donà aquest nom per la gran afluència de capellans en aquest carrer. A partir de 1666, els clergues regulars teatins de sant Gaietà van aixecar el seu convent a l'indret. L'església va ser benïda el 1670 amb el títol de l'Expectació de Nostra Senyora i Sant Maties.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,dels Capellans,Modern,S. XVII,,Referencial
"MULTILINESTRING ((2.17549 41.37864,2.17583 41.37905,2.17604 41.37927),(2.17604 41.37927,2.1761 41.37934),(2.1761 41.37934,2.1764 41.37966),(2.17773 41.38047,2.17801 41.38058,2.17802 41.38061),(2.17702 41.38021,2.17706 41.38024,2.17717 41.38028),(2.17717 41.38028,2.17735 41.38035,2.17742 41.38037,2.17767 41.38045,2.17773 41.38047),(2.17675 41.37997,2.17702 41.38021),(2.1764 41.37966,2.17667 41.37992),(2.17667 41.37992,2.17675 41.37997))",Gòtic,477,112208,0,carrer,"En aquest carrer es va establir el gremi dels terrissaires durant l'edat mitjana que aprofitaven les argiles groguenques d'un turó ja explotat pels romans. L'ofici de Terrissaire és dels més antics i importants de Barcelona, ja que exportaven a països estrangers, particularment a Itàlia.","Víctor Balaguer. Las calles de Barcelona en 1865; Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Escudellers,Medieval,S. VIII,,Gremis i oficis
"MULTILINESTRING ((2.17825 41.38198,2.17847 41.38184,2.17866 41.38174),(2.17789 41.38225,2.17808 41.38209,2.17825 41.38198),(2.17727 41.38275,2.17741 41.38265,2.17754 41.38255),(2.17766 41.38244,2.17789 41.38225),(2.17754 41.38255,2.17766 41.38244))",Gòtic,478,80000,0,carrer,"Perque hi dóna l'antiga façana principal de la casa de la ciutat, façana construïda el 1399 -1402 pel mestre d'obres Arnau Bargués i els escultors Jordi Joan i Pere Sanglada. En aquesta ubicació va existí l'antiga plaça de la Ciutat.","Víctor Balaguer. Las calles de Barcelona en 1865; Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Ciutat,Medieval,S. XIV,,Referencial
"MULTILINESTRING ((2.17461 41.38158,2.17467 41.38151,2.17472 41.38146,2.17483 41.38136,2.17494 41.38128,2.17503 41.3812,2.17515 41.38111),(2.17539 41.38093,2.17553 41.38083,2.17571 41.3807),(2.17515 41.38111,2.17532 41.38099,2.17539 41.38093))",Gòtic,479,275803,0,carrer,"Patronímic català molt antic de procedència visigòtica. El nom data, almenys, del segle XIV. En uns documents de l'any 1335, Arnau Raurich cedeix a Romeu Çacosta un cens.","Arxiu Històric de la Ciutat de Barcelona (HCB); Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de
l´AHCB. 1922",,Rauric,Medieval,S. XIV,,
"LINESTRING (2.17559 41.38387,2.17604 41.38419)",Gòtic,480,316503,0,carrer,"Santa Llúcia (Siracusa, segle IV). Verge i màrtir. Barcelona li dedicà l'originalment anomenada capelleta de les onze mil verges, erigida el 1268 pel bisbe Arnau de Gurb, segons explica Jesús Portavella.
La seva festivitat se celebra el 13 de desembre i és la santa patrona dels cecs,  dels mals de la vista i de les modistes, entre altres.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",Dona,de Santa Llúcia,Romà,S. XIII,Sant/a,Persona
"MULTILINESTRING ((2.17773 41.3835,2.17753 41.38362),(2.17753 41.38362,2.17723 41.3838))",Gòtic,481,134608,0,carrer,"El carrer rep el nom per la casa gremial dels freners, els que treballaven el cuir per a les guarnicions de les cavalleries. Segons Víctor Balaguer, va ser uns dels primer oficis que es van constituir en gremis al 1257. El nom deriva dels frens: la peça de ferro on es subjecten les regnes i que es col·loca a la boca del cavall per manar-lo.",Víctor Balaguer. Las calles de Barcelona en 1865,,Freneria,Medieval,S. XIII,,Gremis i oficis
"LINESTRING (2.17892 41.38154,2.17923 41.38182)",Gòtic,482,311204,0,carrer,"Sant Simplici. Tercer abat de Montecassino i Papa de Roma (segle V). Una tradició sense fonament, transmesa en fonts com el Costumari català de Joan Amades, assegura que Simplici era fill de Barcelona, nascut si de la família dels Gualbes. Aquesta informació motivà que es posés el nom del sant al carrer.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986;",Home,de Sant Simplici,Romà,S. XVII,Sant/a,Persona
"MULTILINESTRING ((2.17723 41.3838,2.17689 41.38403),(2.17677 41.38412,2.17631 41.38442))",Gòtic,483,87905,0,carrer,"Pel palau dels comtes de Barcelona el qual tenia una entrada principal en aquest carrer. Durant la segona meitat del segle XI, el palau s'estenia des de la catedral romànica, a la plaça de Sant Iu. És d'aquestes dates l'escalinata exterior, encara existent, on es feien les reunions dels membres del Consell de Cent quan encara no disposaven d'edifici propi.","Víctor Balaguer. Las calles de Barcelona en 1865;",,dels Comtes,Medieval,S. XI,Civil,Infraestructura
"LINESTRING (2.17544 41.38645,2.17466 41.38602)",Gòtic,484,174409,1940,carrer,Julià Portet (? - 1809). Artesà d'ofici estorer. Fou un dels que tocaren les campanes de la catedral a toc de sometent juntament amb Ramon Mas i Pedro Lastortras. Màrtir de la Ciutadella i heroi barceloní de la guerra del Francès. Fou executat el 1809.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Julià Portet,Guerra del Francès-Trienni liberal,S. XIX,Militar o Heroi de Guerra,Persona
"LINESTRING (2.17689 41.38403,2.17677 41.38412)",Gòtic,485,303454,0,carrer,"Ivo Hélory de Kermartin (1235 - 1303). Advocat en dret i teologia, jutge i fra menor. Sant patró dels advocats i dels nens abandonats. Va ser canonitzat per Climent VI, el 1347. També és el nom de la porta més antiga de la catedral (1298) que dóna a aquesta plaça.","varis autors. Bibliotheca Sanctorum; Josep Moran Ocerinjauregui. Toponímia del Pla de
Barcelona. 1980; Altres escrits i informes",Home,Sant Iu,Medieval,S. XIII,Sant/a,Persona
"MULTILINESTRING ((2.17723 41.38092,2.17728 41.38098),(2.17728 41.38098,2.17742 41.38119,2.17756 41.38141,2.17759 41.38141))",Gòtic,486,77300,0,carrer,Miguel de Cervantes Saavedra (1547 - 1616). Escriptor de gran prestigi i reconegut arreu del món per la seva obra Don Quixote de la Mancha. Cervantes va visitar Barcelona al 1610 quan volia embarcar cap a Nàpols. Sobre la ciutat fa un elogi extraordinari a Novelas Ejemplares: Las dos doncellas.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Cervantes,Modern,S. XVI,Escriptor/a,Persona
"MULTILINESTRING ((2.17802 41.38061,2.17803 41.38064,2.1783 41.38107),(2.1783 41.38107,2.17849 41.38137))",Gòtic,487,88205,0,carrer,"Els Sobradiel va ser hereus dels Requesens, propietaris dels terrenys i urbanitzadors de l'indret (1853). Aquesta nova urbanització es va fer amb carrers més rectes, amples i amb nous edificis per la burgesia. El carrer s'obrí l'any 1860 en enderrocar-se el Palau Reial Menor també conegut om el Palau de la Comtessa.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Dona,Comtessa de Sobradiel,Contemporani,S. XIX,Aristocràcia,Persona
"LINESTRING (2.17237 41.38475,2.17227 41.38491,2.17208 41.38518,2.17192 41.38536,2.17177 41.38554)",Gòtic,489,357908,0,carrer,"Segons Víctor Balaguer es tracta del cognom d'una família barcelonina de notables que probablement deuria tenir propietats al carrer. Destacà Ferran de Bertrellans (segle XIV), prohom barceloní, ciutadà honrat.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Bertrellans,Medieval,S. XIV,,Famílies
"MULTILINESTRING ((2.17809 41.38164,2.17834 41.38148,2.17849 41.38137),(2.1792 41.38092,2.17929 41.38088,2.17954 41.3807,2.17961 41.38064),(2.17849 41.38137,2.17888 41.38111,2.17893 41.38108,2.1792 41.38092))",Gòtic,490,27506,0,carrer,"Ataülf (? - Barcelona, 415). Rei dels visigots. Assolí el comandament dels visigots en morir el seu cabdill Alaric a Itàlia. Es casà amb Gala Placídia i convertí Barcelona en cort i capital del seu imperi. Va ser assassinat a les cavallerisses del seu palau, a l'antiga Barcino, víctima d'una conspiració per la seva política d’apropament als romans.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Ataülf,Visigòtic,S. XIV,Aristocràcia,Persona
"MULTILINESTRING ((2.17891 41.37997,2.17949 41.37974),(2.17773 41.38047,2.17795 41.38037,2.17816 41.38028),(2.17836 41.3802,2.17891 41.37997),(2.17816 41.38028,2.17836 41.3802))",Gòtic,491,63408,0,carrer,Per Víctor Balaguer podria ser el cognom d'una familia. Jesús Portabella explica que els gerrers hi tenien establerts els obradors i els forns i apunta que Carabassa devia ser d'aquest gerrer. Altres fonts atribueixen l'origen del nom a un antic bordell del carrer que tenia com a emblema una carabassa a la porta.,"Víctor Balaguer. Las calles de Barcelona en 1865; Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Carabassa,Medieval,S. XIII,,Famílies
"LINESTRING (2.17432 41.3859,2.17424 41.38608,2.17418 41.38623,2.17411 41.3864,2.17406 41.38654,2.17398 41.38673)",Gòtic,492,13400,0,carrer,"Per una família resident o propietària dels terrenys on s'obrí el carrer, que se cita amb aquest nom en documents de 1424. També està documentat (1435) un mercader anomenat Amargós.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,de n'Amargós,Medieval,S. XV,,Famílies
"MULTILINESTRING ((2.17628 41.38229,2.17667 41.38262),(2.17548 41.38184,2.17549 41.38191,2.17565 41.38204,2.17578 41.38213),(2.17578 41.38213,2.17588 41.38216,2.17602 41.38218,2.17613 41.38222,2.17621 41.38226,2.17628 41.38229))",Gòtic,493,55909,0,carrer,"Es el carrer principal de l'antic barri jueu de la ciutat, embolcat pels carrers de la Baixada de Santa Eulàlia, Banys Nous, Call i Sant Honorat. La comunitat jueva va residir al call fins al 1391, quan fou assaltat amb el resultat de tres-cents morts. Els supervivents van ser expulsat o obligats a convertir-se a la religió catòlica.",Víctor Balaguer. Las calles de Barcelona en 1865,,del Call,Medieval,S. XII,,Referencial
"MULTILINESTRING ((2.17759 41.38141,2.17752 41.38146,2.17739 41.38154),(2.17739 41.38154,2.17712 41.38173,2.1771 41.38175))",Gòtic,494,145309,0,carrer,"Per una casa del carrer, de portal molt alt, que servia per guardar-hi els gegants i la resta d'entremesos populars que concorrien a la processó del Corpus i altres festes assenyalades.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,dels Gegants,s.d,s.d,,Referencial
"LINESTRING (2.1752 41.38662,2.17507 41.38655,2.17456 41.3864)",Gòtic,495,337503,0,carrer,"Tomàs Mieres (1400 - 1474). Jurista. Conseller reial d'Alfons el Magnànim. Tenia opinions molt avançades a la seva època. Va ser defensor de les llibertats ciutadanes i lluità contra l'existència dels serfs de la gleva. Fin el 1533 no es va publicar ""Apparatus super constitutionibus Cathaloniae"", un estudi exhaustiu sobre les constitucions de Catalunya.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Tomàs Mieres,Medieval,S. XIV,Altres,Persona
"LINESTRING (2.17633 41.38023,2.1764 41.38015)",Gòtic,496,301200,0,placeta,"Per Giovanni de Bernardone (Assís, 1182 - 1226), més conegut com a sant Francesc d'Assís. Fundador de l'orde franciscà. Jesús Portabella explica que el nom va ser proposat pels frares caputxins que l'any 1717 estaven establerts en el desaparegut convent, convertit en l'actual plaça Reial.",varis autors. Bibliotheca Sanctorum,Home,de Sant Francesc,Medieval,S. XII,Sant/a,Persona
"MULTILINESTRING ((2.17667 41.38262,2.17617 41.38289),(2.17617 41.38289,2.17604 41.38302,2.17566 41.38329))",Gòtic,497,303104,0,carrer,"Segons Jesús Portavella, deu el seu nom per una capella amb una imatge de Sant Honorat que hi havia damunt de la primera font pública del carrer. Aquí, residien els jueus rics de la ciutat. D'aquest carrer ja se'n té notícies des del 1325. En època del Call s'anomenava carrer de la Font dels Jueus però després de l'expulsió dels jueus, l'any 1492, passà a dir-se carrer de la Font.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Sant Honorat,Medieval,S. XIV,Religiosa,Infraestructura
"MULTILINESTRING ((2.17873 41.37862,2.17905 41.37909),(2.17905 41.37909,2.1793 41.37943),(2.1793 41.37943,2.17949 41.37974),(2.18035 41.38097,2.18076 41.38143),(2.1801 41.38057,2.18035 41.38097),(2.17949 41.37974,2.17968 41.38005),(2.17968 41.38005,2.1801 41.38057))",Gòtic,498,144204,0,carrer,"Un dels principals carrers de la Barcelona antiga, ple aleshores de palaus de nobles famílies catalanes. En un document de 1203 el rei estipulà que en aquell carrer havia de ser prou ample per poder baixar les pedres de molí des de Montjuïc fins al port. La seva amplada permitia fer curses de cavalls","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Ample,Medieval,S. XIII,,Referencial
"MULTILINESTRING ((2.17741 41.37643,2.17743 41.37649,2.17805 41.37751),(2.17828 41.37788,2.1785 41.37825),(2.17805 41.37751,2.17812 41.37761),(2.17812 41.37761,2.17828 41.37788))",Gòtic,499,169307,0,carrer,"Josep Anselm Clavé i Camps (Barcelona, 1824 - 1874). Músic, poeta i polític. Fundador dels Cors d'en Clavé i impulsor del moviment associatiu. El seu lema, ""progrés, virtut i amor"" s'adiu als postulats maçònics i per això s'ha especulat que podria pertànyer a la francmassoneria.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Josep Anselm Clavé,Contemporani,S. XIX,Músic,Persona
